Entry	Entry name	Protein names	InterPro	Gene ontology IDs	Gene ontology (GO)	Gene names	EC number	Pathway	Protein existence	Organism	Organism ID
A4IBI2	A4IBI2_LEIIN	Leucine carboxyl methyltransferase 2 (EC 2.1.1.233) (EC 2.1.1.290) (EC 2.3.1.231) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1) (tRNA wybutosine-synthesizing protein 4) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	IPR041667; IPR011043; IPR003347; IPR015915; IPR016651; IPR007213; IPR029063; 	GO:0008033; GO:0008168; GO:0032259	methyltransferase activity [GO:0008168]; methylation [GO:0032259]; tRNA processing [GO:0008033]	LINJ_35_2990	2.1.1.233; 2.1.1.290; 2.3.1.231	tRNA modification; wybutosine-tRNA(Phe) biosynthesis. 	Inferred from homology	Leishmania infantum	5671
A4HT41	DRE2_LEIIN	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	IPR007785; 	GO:0005758; GO:0016226; GO:0046872; GO:0051537; GO:0051539	mitochondrial intermembrane space [GO:0005758]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	LinJ07.0210 LinJ_07_0390			Inferred from homology	Leishmania infantum	5671
A0A6L0X0D0	A0A6L0X0D0_LEIIN	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog)	IPR030382; IPR029063; IPR025792; 	GO:0005634; GO:0005759; GO:0052906	mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]; tRNA (guanine(37)-N(1))-methyltransferase activity [GO:0052906]	LINF_160008200	2.1.1.228		Inferred from homology	Leishmania infantum	5671
A4I1H7	SLX1_LEIIN	Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-)	IPR000305; IPR035901; IPR027520; IPR013083; 	GO:0006281; GO:0006310; GO:0017108; GO:0033557; GO:0046872	Slx1-Slx4 complex [GO:0033557]; 5'-flap endonuclease activity [GO:0017108]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	LinJ25.1380 LinJ_25_1370	3.1.-.-		Inferred from homology	Leishmania infantum	5671
A4I3G2	A4I3G2_LEIIN	DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2)	IPR031327; IPR008045; IPR001208; IPR041562; IPR027925; IPR033762; IPR012340; IPR027417; 	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006268; GO:0006270; GO:0007049; GO:0016887; GO:0042555; GO:0046872; GO:1905775	MCM complex [GO:0042555]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; metal ion binding [GO:0046872]; cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; negative regulation of DNA helicase activity [GO:1905775]	LINJ_28_0940	3.6.4.12		Inferred from homology	Leishmania infantum	5671
P27891	H2A1_LEIIN	Histone H2A.1	IPR009072; IPR002119; IPR007125; IPR032454; IPR032458; 	GO:0000786; GO:0003677; GO:0005634; GO:0046982	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]				Evidence at transcript level	Leishmania infantum	5671
A4I0H7	A4I0H7_LEIIN	NAD-dependent protein deacylase (EC 2.3.1.-) (Regulatory protein SIR2 homolog)	IPR029035; IPR003000; IPR026591; IPR026587; IPR026590; 	GO:0005759; GO:0006471; GO:0008270; GO:0016740; GO:0034979; GO:0070403	mitochondrial matrix [GO:0005759]; NAD+ binding [GO:0070403]; NAD-dependent protein deacetylase activity [GO:0034979]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]; protein ADP-ribosylation [GO:0006471]	LINJ_23_1450	2.3.1.-		Inferred from homology	Leishmania infantum	5671
P27892	H2A2_LEIIN	Histone H2A.2	IPR009072; IPR002119; IPR007125; IPR032454; IPR032458; 	GO:0000786; GO:0003677; GO:0005634; GO:0046982	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]				Evidence at transcript level	Leishmania infantum	5671
A0A6L0WP62	A0A6L0WP62_LEIIN	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	IPR025723; IPR016300; IPR027542; IPR027417; 	GO:0005524; GO:0005783; GO:0016887; GO:0045048; GO:0046872	endoplasmic reticulum [GO:0005783]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; protein insertion into ER membrane [GO:0045048]	LINF_110012700	3.6.-.-		Inferred from homology	Leishmania infantum	5671
A4HSF7	A4HSF7_LEIIN	N(1),N(8)-bis(glutathionyl)spermidine reductase (EC 1.8.1.12) (Trypanothione reductase)	IPR036188; IPR023753; IPR016156; IPR001100; IPR004099; IPR012999; IPR001864; 	GO:0015042; GO:0045454; GO:0050660	flavin adenine dinucleotide binding [GO:0050660]; trypanothione-disulfide reductase activity [GO:0015042]; cell redox homeostasis [GO:0045454]	TRYR LINJ_05_0350	1.8.1.12		Evidence at protein level	Leishmania infantum	5671
Q18L04	Q18L04_LEIIN	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	IPR008927; IPR013328; IPR006114; IPR006113; IPR006115; IPR006184; IPR036291; IPR006183; 	GO:0004616; GO:0006098; GO:0019521; GO:0050661	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	gnd LINJ_35_3390	1.1.1.44	Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3. 	Inferred from homology	Leishmania infantum	5671
A4HS78	PESC_LEIIN	Pescadillo homolog	IPR001357; IPR036420; IPR010613; 	GO:0000463; GO:0000466; GO:0005654; GO:0005730; GO:0030687; GO:0043021	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]; ribonucleoprotein complex binding [GO:0043021]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]	LINJ_04_0810			Inferred from homology	Leishmania infantum	5671
A4I5X6	A4I5X6_LEIIN	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	IPR020831; IPR020830; IPR020829; IPR020828; IPR006424; IPR036291; 	GO:0004365; GO:0006006; GO:0006096; GO:0050661; GO:0051287	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]	LINJ_30_2990 LINJ_30_3000	1.2.1.12	Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 1/5. 	Inferred from homology	Leishmania infantum	5671
A4HRK0	IF4A_LEIIN	Probable eukaryotic initiation factor 4A (eIF-4A) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A)	IPR011545; IPR014001; IPR001650; IPR027417; IPR000629; IPR014014; 	GO:0003724; GO:0003743; GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA helicase activity [GO:0003724]; translation initiation factor activity [GO:0003743]	LinJ01.0780 LinJ_01_0790; LinJ01.0790 LinJ_01_0800	3.6.4.13		Inferred from homology	Leishmania infantum	5671
A4HVM4	A4HVM4_LEIIN	Katanin p60 ATPase-containing subunit A-like 2 (Katanin p60 subunit A-like 2) (EC 5.6.1.1) (p60 katanin-like 2)	IPR003593; IPR041569; IPR003959; IPR027497; IPR006594; IPR027417; IPR015415; 	GO:0000922; GO:0005524; GO:0005737; GO:0005874; GO:0008017; GO:0008568; GO:0016853; GO:0016887	cytoplasm [GO:0005737]; microtubule [GO:0005874]; spindle pole [GO:0000922]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; isomerase activity [GO:0016853]; microtubule binding [GO:0008017]; microtubule-severing ATPase activity [GO:0008568]	KATNAL2 LINJ_13_0850	5.6.1.1		Inferred from homology	Leishmania infantum	5671
A4I3C0	A4I3C0_LEIIN	Katanin p60 ATPase-containing subunit A1 (Katanin p60 subunit A1) (EC 5.6.1.1) (p60 katanin)	IPR003593; IPR041569; IPR003959; IPR028596; IPR027417; 	GO:0005524; GO:0005737; GO:0005874; GO:0008017; GO:0008568; GO:0016853; GO:0016887	cytoplasm [GO:0005737]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; isomerase activity [GO:0016853]; microtubule binding [GO:0008017]; microtubule-severing ATPase activity [GO:0008568]	KATNA1 LINJ_28_0390	5.6.1.1		Inferred from homology	Leishmania infantum	5671
Q18L52	Q18L52_LEIIN	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	IPR008927; IPR013328; IPR006114; IPR006113; IPR006115; IPR006184; IPR036291; IPR006183; 	GO:0004616; GO:0006098; GO:0019521; GO:0050661	NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098]	gnd	1.1.1.44	Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3. 	Inferred from homology	Leishmania infantum	5671
A4HT60	A4HT60_LEIIN	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	IPR003759; IPR006158; IPR036724; IPR011005; IPR003726; IPR036589; IPR033706; IPR011822; IPR036594; IPR000489; IPR004223; IPR037010; 	GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0042558	cobalamin binding [GO:0031419]; methionine synthase activity [GO:0008705]; zinc ion binding [GO:0008270]; methylation [GO:0032259]; pteridine-containing compound metabolic process [GO:0042558]	LINJ_07_0240	2.1.1.13	Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-methionine from L-homocysteine (MetH route): step 1/1. 	Inferred from homology	Leishmania infantum	5671
A4HYT9	MTND_LEIIN	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)	IPR004313; IPR027496; IPR014710; IPR011051; IPR036249; IPR010357; 	GO:0005506; GO:0005634; GO:0005737; GO:0010309; GO:0019509	cytoplasm [GO:0005737]; nucleus [GO:0005634]; acireductone dioxygenase [iron(II)-requiring] activity [GO:0010309]; iron ion binding [GO:0005506]; L-methionine salvage from methylthioadenosine [GO:0019509]	LINJ_20_0980	1.13.11.54	Amino-acid biosynthesis; L-methionine biosynthesis via salvage pathway; L-methionine from S-methyl-5-thio-alpha-D-ribose 1-phosphate: step 5/6. 	Inferred from homology	Leishmania infantum	5671
A0A6L0XJS1	A0A6L0XJS1_LEIIN	Katanin p60 ATPase-containing subunit A1 (Katanin p60 subunit A1) (EC 5.6.1.1) (p60 katanin)	IPR003593; IPR041569; IPR003959; IPR028596; IPR027417; 	GO:0005524; GO:0005737; GO:0005874; GO:0008017; GO:0008568; GO:0016853; GO:0016887	cytoplasm [GO:0005737]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; isomerase activity [GO:0016853]; microtubule binding [GO:0008017]; microtubule-severing ATPase activity [GO:0008568]	KATNA1 LINF_280009900	5.6.1.1		Inferred from homology	Leishmania infantum	5671
A4IBX6	A4IBX6_LEIIN	DNA polymerase epsilon catalytic subunit (EC 2.7.7.7)	IPR006172; IPR006133; IPR006134; IPR043502; IPR042087; IPR013697; IPR023211; IPR029703; IPR012337; IPR036397; 	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0006281; GO:0008270; GO:0008622; GO:0051539	epsilon DNA polymerase complex [GO:0008622]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	LINJ_35_4430	2.7.7.7		Inferred from homology	Leishmania infantum	5671
A4HXK2	A4HXK2_LEIIN	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)	IPR000182; IPR007807; IPR033688; IPR027417; IPR032672; IPR013562; IPR027992; 	GO:0000154; GO:0005524; GO:0005730; GO:0008080; GO:0042274; GO:0051391	nucleolus [GO:0005730]; ATP binding [GO:0005524]; N-acetyltransferase activity [GO:0008080]; ribosomal small subunit biogenesis [GO:0042274]; rRNA modification [GO:0000154]; tRNA acetylation [GO:0051391]	LINJ_17_1350	2.3.1.-		Inferred from homology	Leishmania infantum	5671
A0A6L0XIP5	A0A6L0XIP5_LEIIN	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	IPR013785; IPR006638; IPR031691; IPR003698; IPR007197; 	GO:0005739; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553	mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]	LINF_190008400	2.8.1.8	Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 2/2. 	Inferred from homology	Leishmania infantum	5671
P40285	H3_LEIIN	Histone H3	IPR009072; IPR007125; IPR000164; 	GO:0000786; GO:0003677; GO:0005634; GO:0046982	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]				Evidence at transcript level	Leishmania infantum	5671
Q9NGA0	DCAM_LEIIN	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	IPR001985; IPR016067; IPR018166; 	GO:0004014; GO:0006557; GO:0006597; GO:0008295	adenosylmethionine decarboxylase activity [GO:0004014]; S-adenosylmethioninamine biosynthetic process [GO:0006557]; spermidine biosynthetic process [GO:0008295]; spermine biosynthetic process [GO:0006597]		4.1.1.50	Amine and polyamine biosynthesis; S-adenosylmethioninamine biosynthesis; S-adenosylmethioninamine from S-adenosyl-L-methionine: step 1/1. 	Evidence at transcript level	Leishmania infantum	5671
A2CIA0	A2CIA0_LEIIN	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IPR019818; IPR004790; IPR024084; 	GO:0000287; GO:0004450; GO:0006099; GO:0006102; GO:0051287	isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	icd	1.1.1.42		Inferred from homology	Leishmania infantum	5671
A0A6L0Y233	A0A6L0Y233_LEIIN	DNA polymerase epsilon catalytic subunit (EC 2.7.7.7)	IPR006172; IPR006133; IPR006134; IPR043502; IPR042087; IPR013697; IPR023211; IPR029703; IPR012337; IPR036397; 	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0006281; GO:0008270; GO:0008622; GO:0051539	epsilon DNA polymerase complex [GO:0008622]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	LINF_350049400	2.7.7.7		Inferred from homology	Leishmania infantum	5671
P39097	RLA0_LEIIN	60S acidic ribosomal protein P0	IPR030670; IPR043141; IPR001790; IPR043164; IPR040637; 	GO:0005840; GO:0042254	ribosome [GO:0005840]; ribosome biogenesis [GO:0042254]	LIPO-A; LIPO-B			Inferred from homology	Leishmania infantum	5671
A4I1R2	A4I1R2_LEIIN	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	IPR017440; IPR033847; IPR003781; IPR005810; IPR005811; IPR036291; IPR016102; 	GO:0000166; GO:0004775; GO:0005739; GO:0006099	mitochondrion [GO:0005739]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; tricarboxylic acid cycle [GO:0006099]	LINJ_25_2220 LINJ_25_2230	6.2.1.5	Carbohydrate metabolism; tricarboxylic acid cycle; succinate from succinyl-CoA (ligase route): step 1/1. 	Inferred from homology	Leishmania infantum	5671
Q25293	HSP83_LEIIN	Heat shock protein 83-1 (HSP 83)	IPR003594; IPR036890; IPR019805; IPR037196; IPR001404; IPR020575; IPR020568; 	GO:0005524; GO:0005737; GO:0006457; GO:0016887; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	HSP83-1			Inferred from homology	Leishmania infantum	5671
A0A6L0XI32	A0A6L0XI32_LEIIN	DNA topoisomerase 2 (EC 5.6.2.2)	IPR003594; IPR036890; IPR020568; IPR014721; IPR001241; IPR013760; IPR013758; IPR013757; IPR013759; IPR013506; IPR002205; IPR018522; IPR031660; IPR006171; IPR034157; 	GO:0003677; GO:0003918; GO:0005524; GO:0006265; GO:0043231; GO:0046872	intracellular membrane-bounded organelle [GO:0043231]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]	LINF_280029600	5.6.2.2		Inferred from homology	Leishmania infantum	5671
A0A6L0WLA0	A0A6L0WLA0_LEIIN	DNA polymerase (EC 2.7.7.7)	IPR002054; IPR028207; IPR018944; IPR037160; IPR022312; IPR002008; IPR043519; IPR029398; 	GO:0003677; GO:0003887; GO:0005634; GO:0005737; GO:0006281; GO:0046872; GO:0050265; GO:0071076	cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; RNA uridylyltransferase activity [GO:0050265]; DNA repair [GO:0006281]; RNA 3' uridylation [GO:0071076]	LINF_080013400	2.7.7.7		Inferred from homology	Leishmania infantum	5671
A4I013	A4I013_LEIIN	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	IPR045864; IPR002318; IPR018162; IPR018165; IPR018164; IPR023033; IPR018163; IPR009000; IPR012947; 	GO:0000049; GO:0004813; GO:0005524; GO:0005739; GO:0008270; GO:0070143	mitochondrion [GO:0005739]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; mitochondrial alanyl-tRNA aminoacylation [GO:0070143]	LINJ_22_1390	6.1.1.7		Inferred from homology	Leishmania infantum	5671
A4HUD9	A4HUD9_LEIIN	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IPR019818; IPR004790; IPR024084; 	GO:0000287; GO:0004450; GO:0006099; GO:0006102; GO:0051287	isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	LINJ_10_0310	1.1.1.42		Inferred from homology	Leishmania infantum	5671
A4I3L1	A4I3L1_LEIIN	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	IPR006370; IPR039653; IPR000537; IPR030470; IPR044878; 	GO:0002083; GO:0006744; GO:0008299; GO:0008412; GO:0031305; GO:0047293	integral component of mitochondrial inner membrane [GO:0031305]; 4-hydroxybenzoate decaprenyltransferase activity [GO:0002083]; 4-hydroxybenzoate nonaprenyltransferase activity [GO:0047293]; 4-hydroxybenzoate octaprenyltransferase activity [GO:0008412]; isoprenoid biosynthetic process [GO:0008299]; ubiquinone biosynthetic process [GO:0006744]	LINJ_28_1430	2.5.1.39	Cofactor biosynthesis; ubiquinone biosynthesis. 	Inferred from homology	Leishmania infantum	5671
A0A6L0XS58	A0A6L0XS58_LEIIN	Polyprenol reductase (EC 1.3.1.94)	IPR039698; 	GO:0003865; GO:0005789; GO:0006488; GO:0016021; GO:0016095; GO:0019348; GO:0102389	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; 3-oxo-5-alpha-steroid 4-dehydrogenase activity [GO:0003865]; polyprenol reductase activity [GO:0102389]; dolichol metabolic process [GO:0019348]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; polyprenol catabolic process [GO:0016095]	LINF_270021900	1.3.1.94	Protein modification; protein glycosylation. 	Inferred from homology	Leishmania infantum	5671
A4HTA8	A4HTA8_LEIIN	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase)	IPR005844; IPR016055; IPR005843; IPR036900; IPR016066; IPR016657; 	GO:0000287; GO:0004610; GO:0005975; GO:0006048	magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]; carbohydrate metabolic process [GO:0005975]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	LINJ_07_0930	5.4.2.3	Nucleotide-sugar biosynthesis; UDP-N-acetyl-alpha-D-glucosamine biosynthesis; N-acetyl-alpha-D-glucosamine 1-phosphate from alpha-D-glucosamine 6-phosphate (route I): step 2/2. 	Inferred from homology	Leishmania infantum	5671
